chapter	ours	witness	votes	polled	verdict
59	classifies	ch	4	5	reject
59	xa	xa	2	5	confirm
59	proferi	worshippers	5	5	reject
59	dichtet	dichtet	5	5	confirm
59	invocet	invocet	5	5	confirm
59	justitiam	justitiam	5	5	confirm
59	willino	gentiles	4	5	reject
59	Hensler	Hensler	5	5	confirm
59	voco	voco	5	5	confirm
59	jus	jus	5	5	confirm
59	preferreth	preferreth	4	5	confirm
59	bona	bona	5	5	confirm
59	auf	auf	5	5	confirm
59	ein	ein	4	5	confirm
59	Nichts	Nichts	5	5	confirm
59	x	i	2	4	realword?
59	i'Bs	mean	3	5	reject
59	confotum	confotum	5	5	confirm
59	schlange	schlange	5	5	confirm
59	Lowill's	lowth's	5	5	reject
59	MtiAe	muhe	3	5	reject
59	lo	to	3	3	realword?
59	lo	to	4	4	realword?
59	tentious	tentious	5	5	confirm
59	nnn	oratj	2	5	reject
59	itli	with	3	5	reject
59	Vitiinga's	Vitiinga's	2	5	confirm
59	Croesus	Croesus	5	5	confirm
59	FrstBM	n	2	5	reject
59	JIMES	n	2	5	reject
59	Riickert	Riickert	3	5	confirm
59	caliginosis	caliginosis	5	5	confirm
59	trrx	c	2	5	reject
59	Bauer	Bauer	5	5	confirm
59	Rosenmüller	rosenmiiller	2	5	realword?
59	Ferdinand	Ferdinand	5	5	confirm
59	moan'	moan	3	3	realword?
59	gemitus	o	2	5	reject
59	quodque	quodque	5	5	confirm
59	ipsum	ipsum	5	5	confirm
59	lack	hack	3	5	realword?
59	ruth	truth	2	3	realword?
59	whoso	whoso	5	5	confirm
59	nss	ii	2	5	reject
59	bVa	bVa	2	5	confirm
59	selteii	selten	4	5	reject
59	Rosenmüller	rosenmiiller	3	5	realword?
59	desole	desole	3	5	confirm
59	ft	ib	4	5	reject
59	ft	ib	4	5	reject
59	amonothemselves	among	4	5	reject
59	scopi	scopi	5	5	confirm
59	singularum	singularum	4	5	confirm
59	vocum	vocum	5	5	confirm
59	armour	armour	5	5	confirm
59	armour	armour	5	5	confirm
59	armour	armour	5	5	confirm
59	equipped	equipped	5	5	confirm
59	Jubb	Jubb	5	5	confirm
59	fpnn	form	5	5	reject
59	hut	but	3	5	realword?
59	h	v	3	3	realword?
59	their	heir	3	5	realword?
59	humour	humour	5	5	confirm
59	bs	brs	3	5	reject
59	brs	b	2	5	reject
59	Kennicott	Kennicott	3	5	confirm
59	overthrown	overthrown	5	5	confirm
59	from	rom	2	4	realword?
59	Mai	Mai	5	5	confirm
59	o	s	4	4	realword?
59	ia	ia	3	5	confirm
59	venerit	venerit	5	5	confirm
59	flumus	fluvius	3	5	reject
59	viohntus	vio	5	5	reject
59	Domini	Domini	5	5	confirm
59	cogit	cogit	5	5	confirm
59	tt	s	3	5	reject
59	noob	noob	2	5	confirm
59	Rosenmüller	rosenmiiller	4	5	realword?
59	Polel	Polel	5	5	confirm
59	oa	c	3	5	reject
59	ns	nsbn	2	5	reject
59	quia	quia	5	5	confirm
59	fluvius	jluvius	4	5	reject
59	hostis	hostis	5	5	confirm
59	Domini	Domini	4	5	confirm
59	praeftrt	praeftrt	3	5	confirm
59	trtxsv	version	3	5	reject
59	icor	in	2	5	reject
59	befcr	befcr	2	5	confirm
59	exampie	exam	5	5	reject
59	JXoah	noah	4	5	reject
59	rvns	n'	4	5	reject
59	neverfailing	contaminating	5	5	reject
6	aggra	aggra	3	4	confirm
6	facie	facie	4	4	confirm
6	Jong	long	3	4	realword?
6	facto	facto	4	4	confirm
6	Abulwalid	Abulwalid	4	4	confirm
6	Lightfoot	Lightfoot	4	4	confirm
6	Dent	deut	3	4	realword?
6	Aim	him	2	3	realword?
6	Arg	Arg	4	4	confirm
6	natur	naturally	4	4	reject
6	lly	exist	4	4	reject
6	Origen	Origen	4	4	confirm
6	faciem	faciem	4	4	confirm
6	alterum	alterum	3	4	confirm
6	conversus	conversus	4	4	confirm
6	Rosenmüller	rosenmiiller	2	3	realword?
6	unitate	unitate	3	4	confirm
6	conjuncta	conjuncta	4	4	confirm
6	triplicitas	tripli	4	4	reject
6	Wesen	Wesen	3	4	confirm
6	Nordh	of	4	4	reject
6	filled	filed	3	4	realword?
6	superliminaria	super	4	4	reject
6	cardinum	liminaria	4	4	reject
6	voce	voce	4	4	confirm
6	clamante	clamante	3	4	confirm
6	quia	quia	4	4	confirm
6	tacui	tacui	3	4	confirm
6	Tflaii	r	2	4	reject
6	forgiven	forgiven	4	4	confirm
6	shechinah	shechinah	4	4	confirm
6	dicit	dicit	4	4	confirm
6	praecipiat	praecipiat	4	4	confirm
6	sed	sed	4	4	confirm
6	proponit	proponit	4	4	confirm
6	audientibus	audientibus	4	4	confirm
6	optionem	optionem	4	4	confirm
6	voluntas	voluntas	4	4	confirm
6	praemium	praemium	4	4	confirm
6	consequatur	consequatur	4	4	confirm
6	nobis	nobis	4	4	confirm
6	pluralis	pluralis	4	4	confirm
6	majestaticus	majestaticus	4	4	confirm
6	sententia	sententia	4	4	confirm
6	concilii	concilii	4	4	confirm
6	angelorum	angelorum	3	4	confirm
6	Rosenmüller	rosenmiiller	2	4	realword?
6	sumus	sumus	4	4	confirm
6	naturam	naturam	4	4	confirm
6	referimus	referimus	4	4	confirm
6	sumus	sumus	4	4	confirm
6	personarum	personarum	4	4	confirm
6	diversitatem	diversitatem	4	4	confirm
6	tamen	tamen	4	4	confirm
6	intelligetis	intelligetis	3	4	confirm
6	tttyezs	the	2	4	reject
6	auditeaudientes	auditeaudientes	3	3	confirm
6	Videte	Videte	3	3	confirm
6	visionem	visionem	3	4	confirm
6	Angusti	Angusti	4	4	confirm
6	indesinenter	indesinenter	3	4	confirm
6	iterum	iterum	4	4	confirm
6	iterumque	iterumque	4	4	confirm
6	Wetstein	Wetstein	4	4	confirm
6	Demosthenes	Demosthenes	4	4	confirm
6	naQOipia	proverb	3	4	reject
6	Ischylus	ieschylus	3	4	reject
6	vovv	vovv	3	4	confirm
6	Deus	sic	4	4	reject
6	praecipit	judiciali	4	4	reject
6	judicialiter	ter	4	4	reject
6	agit	agit	4	4	confirm
6	criminaliter	agit	4	4	reject
6	propheta	propheta	4	4	confirm
6	ministerialiter'	ministerialiter	4	4	reject
6	impinguando	impinguando	4	4	confirm
6	impinguavit	impinguavit	4	4	confirm
6	aggravando	aggravando	4	4	confirm
6	aggravavit	aggravavit	4	4	confirm
6	oblinendo	oblinendo	4	4	confirm
6	oblivit	oblivit	4	4	confirm
6	theidibyes	their	3	4	reject
6	Absque	Absque	4	4	confirm
6	hoc	hoc	4	4	confirm
6	testimonio	testimo	3	4	reject
6	manet	manet	3	4	confirm
6	eadem	eadem	3	4	confirm
6	quaestio	quaestio	4	4	confirm
6	ecclesiis	ecclesiis	4	4	confirm
6	aut	aut	4	4	confirm
6	ista	ista	4	4	confirm
6	solventur	sol	4	4	reject
6	ceterae	ceterae	4	4	confirm
6	aut	aut	4	4	confirm
6	ceteris	ceteris	4	4	confirm
6	indissolubilis	indissolubilis	4	4	confirm
6	erit	erit	4	4	confirm
6	ee	feel	3	4	reject
6	intelligat	intelligat	4	4	confirm
6	Leere	Leere	4	4	confirm
6	jg	their	2	2	reject
6	gxjgflgian	extension	4	4	reject
6	ening	ening	4	4	confirm
6	ftot	not	4	4	reject
60	pre	pre	5	5	confirm
60	shah	shall	4	5	realword?
60	Newman	Newman	5	5	confirm
60	England	England	5	5	confirm
60	rnt	n	2	5	reject
60	Shechinah	Shechinah	3	5	confirm
60	Rosenmüller's	rosenmiiller's	2	4	realword?
60	unbiassed	unbiassed	5	5	confirm
60	toTjttin	to	4	5	reject
60	b	h	2	2	realword?
60	tbepast	the	5	5	reject
60	meantime	meantime	5	5	confirm
60	sec	see	3	4	realword?
60	Chardin	Chardin	5	5	confirm
60	latere	latere	5	5	confirm
60	Justi	Justi	5	5	confirm
60	iibi	tibi	2	5	reject
60	divina	divina	2	5	confirm
60	Percipit	Percipit	3	4	confirm
60	atque	atque	2	4	confirm
60	Soncin	Soncin	5	5	confirm
60	nsn	nxn	2	5	reject
60	Rosenmüller	rosenmiiller	4	5	realword?
60	lastige	lastige	2	5	confirm
60	TX	x	2	5	reject
60	TX	ts	3	5	reject
60	pESi	irn	2	5	reject
60	fenn	nri	2	5	reject
60	inundatio	inundatio	4	5	confirm
60	nssiz	f	2	5	reject
60	Strabo	Strabo	5	5	confirm
60	axtjniai	axt	2	5	reject
60	ln	oaxoi	2	5	reject
60	oi	are	3	5	reject
60	Keturah	Keturah	5	5	confirm
60	Jokshan	Jokshan	5	5	confirm
60	Madiene	Madiene	4	5	confirm
60	Modion	Modion	5	5	confirm
60	Hierozoicon	Hierozoicon	3	5	confirm
60	Rosenmüller's	rosenmiiller's	4	5	realword?
60	Nabataei	Nabataei	5	5	confirm
60	Petraea	Petraea	5	5	confirm
60	Strabo	Strabo	5	5	confirm
60	Diodorus	Diodorus	5	5	confirm
60	Siculus	Siculus	5	5	confirm
60	Tisnb	ti	2	5	reject
60	px	ibri	2	5	reject
60	ib	gesenius	3	5	reject
60	ibsi	obtains	3	5	reject
60	hnata	nst	2	5	reject
60	bs	a	2	5	reject
60	Suetonius	Suetonius	4	5	confirm
60	Tacitus	Tacitus	5	5	confirm
60	hy	by	3	4	realword?
60	Herod's	Herod's	5	5	confirm
60	Credat	Credat	3	5	confirm
60	Judaeus	Judaeus	4	5	confirm
60	apella	apella	2	5	confirm
60	Procopius	proco	4	5	reject
60	vitanda	vitanda	4	5	confirm
60	utique	utique	4	5	confirm
60	applicationibus	applicatio	5	5	reject
60	mysticis	nibus	5	5	reject
60	nostrae	nostrae	5	5	confirm
60	liquidae	liquidae	5	5	confirm
60	elende	elende	5	5	confirm
60	Conjectur	Conjectur	4	5	confirm
60	wail	wait	5	5	realword?
60	sn	i	2	5	reject
60	Spain	Spain	5	5	confirm
60	twentyfive	four	5	5	reject
60	b	h	3	5	realword?
60	Tartessus	Tartessus	4	5	confirm
60	Baetis	Baetis	4	5	confirm
60	Guadalquiver	Guadalquiver	4	5	confirm
60	Spain	Spain	5	5	confirm
60	Spain	Spain	5	5	confirm
60	Spain	Spain	4	5	confirm
60	Rosenmüller	rosenmiiller	4	5	realword?
60	etc	etc'	5	5	realword?
60	wiedcr	wiedcr	2	5	confirm
60	Eicbhorn	dich	2	5	reject
60	innB	nns	2	5	reject
60	VTI	n	2	5	reject
60	copia	copia	2	5	confirm
60	Nab	nah	3	4	realword?
60	gales	gates	4	5	realword?
60	thcc	thee	4	5	reject
60	box	box	5	5	confirm
60	adorabunf	adorabunt	2	5	reject
60	vestigia	vestigia	5	5	confirm
60	tuoruni	tuoruni	2	5	confirm
60	ofage	of	5	5	reject
60	nnn	rnn	3	5	reject
60	nwato	relation	4	5	reject
60	ste	i	3	5	reject
60	px	see	2	5	reject
60	ia	as	2	5	reject
60	rvrj	tages	2	5	reject
60	Jifertn	n	3	5	reject
60	ylv	has	2	5	reject
60	occupabit	occupabit	4	5	confirm
60	shall	shalt	4	4	realword?
60	fiabb	intended	2	5	reject
60	shall	shalt	3	4	realword?
60	istji	by	2	5	reject
60	il	and	5	5	reject
60	pp	pp	5	5	confirm
60	WBO	n	2	5	reject
60	Rosenmüller	rosenmuller	3	4	realword?
60	ipse	ipse	5	5	confirm
60	subito	subito	3	5	confirm
60	faciam	faciam	5	5	confirm
60	semijudaei	semi	5	5	reject
60	Procopius	Procopius	5	5	confirm
61	rhp	nip	4	5	reject
61	Selbstapologie	Selbstapologie	2	5	confirm
61	aliquid	aliquid	4	5	confirm
61	indulgendum	indulgendum	4	5	confirm
61	censuit	censuit	5	5	confirm
61	Judaeis	Judaeis	5	5	confirm
61	candour	candour	5	5	confirm
61	PRE	PRE	5	5	confirm
61	Alexandria	Alexandria	5	5	confirm
61	Vossius	Vossius	5	5	confirm
61	Putzfur	Putzfur	3	5	confirm
61	Schmutz	Schmutz	5	5	confirm
61	coronam	coronam	2	5	confirm
61	cinere	cinere	3	5	confirm
61	nfentn	t	2	5	reject
61	vv	in	3	5	reject
61	fvia	ri	2	4	reject
61	majores	majores	3	5	confirm
61	ploughmen	ploughmen	5	5	confirm
61	vinedressers	vinedressers	5	5	confirm
61	laymen	laymen	5	5	confirm
61	Procopius	Procopius	5	5	confirm
61	vinedressers	vinedressers	5	5	confirm
61	superbietis	superbietis	3	5	confirm
61	Scheid	Scheid	3	5	confirm
61	remarkaable	remarka	4	5	reject
61	Macedonia	Macedonia	4	5	confirm
61	Achaia	Achaia	4	5	confirm
61	nn	nn	2	5	confirm
61	Rosenmüller	rosenmiiller	2	3	realword?
61	tjjsbn	it	3	5	reject
61	conferred	conferred	5	5	confirm
61	f	i	2	2	realword?
61	ftbw	n	2	5	reject
61	I'BIZJ	i	2	5	reject
61	trr	cn	2	5	reject
61	acquitted	acquitted	5	5	confirm
61	jsn	from	2	5	reject
61	ins	iv	2	5	reject
61	rj	a	4	5	reject
61	IXB	i	2	5	reject
61	ttmas	the	5	5	reject
61	rrssp	n	2	5	reject
61	rrr	and	2	5	reject
61	germinat	germinat	4	5	confirm
61	germinabit	germinabit	4	5	confirm
62	salvator	salvator	5	5	confirm
62	Icings	kings	4	5	realword?
62	justum	justum	2	5	confirm
62	tuurn	tuum	4	5	reject
62	inclytum	inclytum	4	5	confirm
62	tuum	tuum	3	5	confirm
62	Suetonius's	Suetonius's	5	5	confirm
62	athletae	athletae	5	5	confirm
62	Rosenmüller	rosenmiiller	3	5	realword?
62	Brentius	Brentius	3	5	confirm
62	diadtm	diadtm	3	5	confirm
62	Azubah	Azubah	5	5	confirm
62	Shemamah	Shemamah	5	5	confirm
62	Hephzibah	Hephzibah	5	5	confirm
62	Azubah	Azubah	5	5	confirm
62	Hephzibah	nasseh	5	5	reject
62	lime	time	4	5	realword?
62	bsii	a	2	5	reject
62	tbt	thee	5	5	reject
62	vth's	lectures	5	5	reject
62	plaralis	pluralis	4	5	reject
62	majestaticus	majestaticus	5	5	confirm
62	bsa	and	4	5	reject
62	srt	of	2	5	reject
62	iTjstx	hence	5	5	reject
62	Tertullian	tertuuian	3	5	reject
62	Deo	Deo	5	5	confirm
62	grata	grata	5	5	confirm
62	Rosenmüller	rosenmiiller	4	4	realword?
62	Rosenmüller	rosenmiiller	5	5	realword?
62	ibpo	bpo	2	5	reject
62	br	for	2	5	reject
62	bx	x	2	5	reject
62	Rosenmüller	rosenmiiller	3	5	realword?
62	dieselben	dieselben	4	5	confirm
62	Worte	Worte	4	5	confirm
62	eadem	eadem	4	5	confirm
62	legimus	legimus	4	5	confirm
62	Derushah	Derushah	4	5	confirm
62	Ir	Ir	4	5	confirm
62	neezabah	neezabah	2	5	confirm
62	ploughmen	ploughmen	5	5	confirm
63	Croesus	Croesus	4	5	confirm
63	overthrown	overthrown	4	5	confirm
63	Sardis	Sardis	5	5	confirm
63	Rosenmüller	rosenmiiller	3	4	realword?
63	pisn	y	2	5	reject
63	trtK	d	3	5	reject
63	Rosenmüller	rosenmiiller	4	5	realword?
63	Hagg	Hagg	5	5	confirm
63	na	ra	2	5	realword?
63	Rosenmüller	rosenmiiller	2	4	realword?
63	contend	contend	5	5	confirm
63	Croesus	Croesus	5	5	confirm
63	Hyrcanus	queror	5	5	reject
63	nsa	n	2	5	reject
63	SUJK	s'i	2	5	reject
63	be	he	4	5	realword?
63	ra's	the	3	5	reject
63	Crowes	praises	2	5	reject
63	postulante	postulante	2	5	confirm
63	parallelismo	parallelismo	2	5	confirm
63	verlangt	verlangt	3	5	confirm
63	der	der	2	5	confirm
63	Parallelismus	parauelismus	2	5	reject
63	rnsn	n	2	5	reject
63	Tipur	explains	2	5	reject
63	ft	ib	5	5	reject
63	Melek	Melek	5	5	confirm
63	ft	ib	4	5	reject
63	omni	omni	5	5	confirm
63	eornm	eorum	3	5	reject
63	tribulatus	tribulatus	5	5	confirm
63	ov	ov	5	5	confirm
63	ovds	vg	4	5	reject
63	ayytvLo	as	5	5	reject
63	Aurivillius	Aurivillius	5	5	confirm
63	Aurivillius's	Aurivillius's	5	5	confirm
63	Ms	his	4	5	reject
63	Mai	Mai	4	5	confirm
63	ft	f	2	5	reject
63	olim	olim	5	5	confirm
63	O	v	5	5	realword?
63	repreted	repre	3	5	reject
63	seni	s	2	5	reject
63	ft	a	2	5	reject
63	shepherd	shepherds	2	2	realword?
63	Itst	Itst	4	5	confirm
63	Rosenmüller	rosenmiiller	5	5	realword?
63	ias	ias	2	5	confirm
63	IES	i	3	5	reject
63	vn	i	2	5	reject
63	niss	nt	2	5	reject
63	nui	it	2	5	reject
63	csbsan	c	4	5	reject
63	rx	rx	4	5	confirm
63	rx	rx	4	5	confirm
63	ia	ia	2	5	confirm
63	Spbl'o	t	2	5	reject
63	m'Enfi	nirnpi	2	5	reject
63	straucheln	straucheln	5	5	confirm
63	anstossen	anstossen	3	5	confirm
63	Hagg	Hagg	4	5	confirm
63	ze	zeal	4	5	reject
63	p	v	2	2	realword?
63	deine	deine	5	5	confirm
63	grosse	grosse	5	5	confirm
63	herzliche	herzliche	5	5	confirm
63	Barmherzigkeit	barmherz	5	5	reject
63	sich	sich	4	5	confirm
63	gegen	gegen	4	5	confirm
63	Rosenmüller	rosenmiiller	5	5	realword?
63	Rosenmüller	rosenmiiller	5	5	realword?
63	pre	pre	4	5	confirm
63	Hitzio	ilitzig	2	4	reject
63	pre	pre	4	4	confirm
63	Rosenmüller	rosenmiiller	3	4	realword?
63	Deut	dent	2	3	realword?
63	nd	this	2	5	reject
63	nihilum	nihilum	5	5	confirm
63	M	c	2	2	realword?
63	Rosenmüller	rosenmiiller	5	5	realword?
63	parvum	parvum	3	5	confirm
63	Rosenmüller	rosenmiiller	4	5	realword?
63	niakkeph	makkeph	5	5	reject
63	JFJ	i	2	5	reject
63	fcbisa	tbi	2	5	reject
63	Rosenmüller	rosenmiiller	3	5	realword?
63	fc	x	3	5	reject
64	Rosenmüller	rosenmiiller	2	5	realword?
64	aquae	aquae	4	5	confirm
64	effervescunt	effervescunt	3	5	confirm
64	igne	igne	3	5	confirm
64	praeterite	praeterite	4	5	confirm
64	Rosenmüller	rosenmiiller	2	3	realword?
64	Rosenmüller	rosenmiiller	4	5	realword?
64	Poole's	Poole's	5	5	confirm
64	incidas	incidas	5	5	confirm
64	offenderes	offenderes	4	5	confirm
64	ii'Ba	s	2	5	reject
64	sirssi	rre	2	5	reject
64	bten	i	2	5	reject
64	Rosenmüller	rosenmiiller	4	5	realword?
64	facillimus	facillimus	4	5	confirm
64	optimus	optimus	4	5	confirm
64	quisque	quisque	4	5	confirm
64	viderit	viderit	5	5	confirm
64	aegre	aegre	4	5	confirm
64	aspicio	aspicio	5	5	confirm
64	homines	homines	5	5	confirm
64	videantur	videantur	5	5	confirm
64	nihil	nihil	5	5	confirm
64	scribere	scribere	5	5	confirm
64	consignare	con	4	5	reject
64	quae	signare	4	5	reject
64	ipsi	ipsi	5	5	confirm
64	praevideant	praevideant	5	5	confirm
64	neminem	neminem	5	5	confirm
64	recepturum	recepturum	5	5	confirm
64	esse	esse	5	5	confirm
64	Rosenmüller's	rosenmuller's	3	5	realword?
64	pre	pre	5	5	confirm
64	ss	s	2	5	reject
64	fc	j	2	5	reject
64	rjft	descriptive	3	5	reject
64	Ttojsri	i	2	5	reject
64	tw	these	3	5	reject
64	nss	some	2	5	reject
64	issjmn	i	2	5	reject
64	Rosenmüller	rosenmiiller	2	3	realword?
64	ftns	t	2	5	reject
64	differentone	differ	5	5	reject
64	JXE	ix	2	5	reject
64	j	n	2	4	realword?
64	ianp	np	2	5	reject
64	Antiochus	Antiochus	4	5	confirm
64	Epiphanes	Epiphanes	4	5	confirm
64	pre	pre	5	5	confirm
65	I	v	3	3	realword?
65	asked	ashed	2	3	realword?
65	qv	i	2	5	reject
65	Moshe	Moshe	4	5	confirm
65	Haccohen	Haccohen	5	5	confirm
65	saith'	saith	4	5	realword?
65	pffenbar	offenbar	3	5	reject
65	nisa	nisa	3	5	confirm
65	rvi	before	5	5	reject
65	Rosenmüller	rosenmiiller	4	5	realword?
65	Rosenmüller	rosenmiiller	4	5	realword?
65	sed	sed	5	5	confirm
65	redeamus	redeamus	5	5	confirm
65	vatis	vatis	5	5	confirm
65	explicando	explicando	5	5	confirm
65	versamnr	versamur	5	5	reject
65	Rosenmüller	rosenmiiller	3	4	realword?
65	B	s	2	3	realword?
65	noke	in	5	5	reject
65	noch	noch	5	5	confirm
65	sagt	sagt	5	5	confirm
65	rrcja	i	2	5	reject
65	aoQQet	noonco	2	5	reject
65	tpnirnp	r	2	5	reject
65	ja	o	2	5	reject
65	Thenius	Thenius	4	5	confirm
65	Hagg	Hagg	4	5	confirm
65	Mai	Mai	5	5	confirm
65	sondern	sondern	5	5	confirm
65	ausser	ausser	3	5	confirm
65	Boaz	Boaz	5	5	confirm
65	bs	b	2	5	reject
65	personae	personae	5	5	confirm
65	nr	n	2	5	reject
65	zuersi	zuerst	4	5	reject
65	grapejuice	grape	5	5	reject
65	hy	by	5	5	realword?
65	tt	in	5	5	reject
65	nt	y	2	5	reject
65	ofAchor	of	5	5	reject
65	Jericho	Jericho	5	5	confirm
65	Joppa	Joppa	5	5	confirm
65	Cesarea	Cesarea	5	5	confirm
65	guaranteeing	guaranteeing	5	5	confirm
65	Rosenmüller	rosenmiiller	3	5	realword?
65	Rosenmüller	rosenmiiller	4	5	realword?
65	Zeltner	Zeltner	5	5	confirm
65	Menij	meni	4	5	reject
65	preters	c	3	5	reject
65	Ashtoreth	Ashtoreth	5	5	confirm
65	sLuo	sLuo	3	5	confirm
65	Mohammed	Mohammed	5	5	confirm
65	na'a	n	2	5	reject
65	lectisternia	lectisternia	3	5	confirm
65	showbread	erection	5	5	reject
65	nichts	nichts	3	5	confirm
65	anders	anders	3	5	confirm
65	fiiou	as	2	5	reject
65	Meni	Meni	5	5	confirm
65	Meni	mcni	3	5	reject
65	Meni	Meni	4	5	confirm
65	bow	how	2	5	realword?
65	Shicksal	Shicksal	4	5	confirm
65	schicke	schicke	5	5	confirm
65	verhdnge	verhdnge	3	5	confirm
65	Bestimmung	Bestimmung	2	5	confirm
65	bestimme	bestimme	3	5	confirm
65	S'nn	n	2	5	reject
65	rna	n	2	5	reject
65	ofSchlachtbanJc	of	4	5	reject
65	bidden	bidden	5	5	confirm
65	rncrvi	n	2	5	reject
65	Rosenmüller	rosenmiiller	2	5	realword?
65	negligentius	negligentius	3	5	confirm
65	yixn	vulgate	2	5	reject
65	Better	belter	3	5	realword?
65	version	versions	4	4	realword?
65	ipt	pt	3	5	reject
65	rrrp	a	2	5	reject
65	he	be	5	5	realword?
65	he	be	4	4	realword?
65	he	be	5	5	realword?
65	ald	is	5	5	reject
65	cat	eat	3	5	realword?
65	cnx	cnx	3	5	confirm
65	EVJ	is	3	5	reject
65	ual	hypo	5	5	reject
65	audiam	audiam	5	5	confirm
65	cjcaudiam	exaudiam	5	5	reject
65	Ecc	Ecc	5	5	confirm
65	Tnrn	t	2	5	reject
65	nba	nvj	2	5	reject
65	Ldmmlein	lammlein	3	5	reject
65	comedcnt	comedent	5	5	reject
65	bleibc	bleibe	5	5	reject
65	orif	or	5	5	reject
65	pp	pp	5	5	confirm
66	cnmal	carnal	5	5	reject
66	he	be	5	5	realword?
66	re	are	3	4	realword?
66	moveable	moveable	5	5	confirm
66	HT	nt	3	5	reject
66	Antiochus	Antiochus	5	5	confirm
66	Epiphanes	Epiphanes	5	5	confirm
66	downfal	downfal	4	5	confirm
66	trennende	trennende	3	5	confirm
66	Kritik	Kritik	3	5	confirm
66	ny	any	5	5	reject
66	ru	verse	5	5	reject
66	parly	party	4	5	realword?
66	Herods	Herods	5	5	confirm
66	oitn	own	3	5	reject
66	ciiing	by	3	5	reject
66	nbria	is	2	5	reject
66	Horace	Horace	5	5	confirm
66	irj	the	5	5	reject
66	nd	end	3	5	reject
66	xai	xai	2	5	confirm
66	illuslones	illusiones	3	5	reject
66	ifJLftaiypaia	measurement	2	5	reject
66	transl	by	5	5	reject
66	iting	translating	5	5	reject
66	nj	f	2	5	reject
66	pluralis	pluralis	5	5	confirm
66	majestaticus	majestaticus	5	5	confirm
66	Citsiing	casting	5	5	reject
66	names	name's	2	2	realword?
66	rw	form	2	5	reject
66	he	the	4	4	realword?
66	ternpJe	temple	4	5	reject
66	jixcj	chapter	3	5	reject
66	liu	but	5	5	reject
66	he	be	5	5	realword?
66	versebefore	verse	5	5	reject
66	Antiochus	Antiochus	5	5	confirm
66	lo	to	5	5	realword?
66	rfcn	n	3	5	reject
66	undertaken	undertaken	5	5	confirm
66	W	i	2	3	realword?
66	nefl	new	5	5	reject
66	betne	be	5	5	reject
66	consoJaticns	con	4	5	reject
66	omnimoda	omnimoda	3	5	confirm
66	fcs	read	5	5	reject
66	bs	i	2	5	reject
66	zum	zum	4	5	confirm
66	Gtmss	gcnuss	5	5	reject
66	yrit	you	3	5	reject
66	der	der	5	5	confirm
66	trostef	trostet	5	5	reject
66	might	mighty	5	5	realword?
66	tt	ttj	2	5	reject
66	iK	suffix	2	5	reject
66	Achilles	Achilles	5	5	confirm
66	rfes	des	5	5	reject
66	Mannes	Mannes	3	5	confirm
66	tti	order	4	5	reject
66	converso	converso	5	5	confirm
66	nx	nx	4	5	confirm
66	csj	in	3	5	reject
66	n	i	4	5	realword?
66	ri	from	2	5	reject
66	isx	isx	2	5	confirm
66	sr	n	4	5	reject
66	Zorncsgluth	zornesgluth	4	5	reject
66	ttjrt	n	2	5	reject
66	or	for	4	4	realword?
66	tem	are	2	5	reject
66	undertaken	undertaken	5	5	confirm
66	rns	rnx	2	5	reject
66	hinten	hinten	3	5	confirm
66	hinten	hinten	2	4	confirm
66	nx	inx	2	5	reject
66	inx	ins	2	5	reject
66	aHijkoor	axx	2	5	reject
66	inx	ins	2	5	reject
66	rnx	inx	2	5	reject
66	irix	inx	2	5	reject
66	nx	inx	3	5	reject
66	quidam	quidam	3	5	confirm
66	nescio	nescio	3	4	confirm
66	nx	inx	3	5	reject
66	Sanchoniathon	Sanchoniathon	5	5	confirm
66	Adwdog	things	2	5	reject
66	Macrobius	Macrobius	4	5	confirm
66	Rosenmüller	rosenmiiller	4	5	realword?
66	inx	inx	3	5	confirm
66	Achadus	Achadus	4	5	confirm
66	nnx	nnx	5	5	confirm
66	inx	inx	3	5	confirm
66	unatoj	unam	4	5	reject
66	ina	and	4	5	reject
66	Boettcher	Boettcher	5	5	confirm
66	fc	c	3	5	reject
66	rupeds	rupeds	5	5	confirm
66	Wilberforce	Wilberforce	5	5	confirm
66	Clarkson	Clarkson	5	5	confirm
66	England	England	5	5	confirm
66	halfforgotten	half	5	5	reject
66	assemble'	assemble	3	3	realword?
66	nss	nx	2	5	reject
66	rixa	nxa	3	5	reject
66	Lud	Lud	5	5	confirm
66	cs	c	2	5	reject
66	gentcs	gentcs	4	5	confirm
66	Africam	Africam	5	5	confirm
66	Philae	Philae	5	5	confirm
66	Lud	Lud	4	5	confirm
66	oi	gen	2	5	reject
66	Lud	Lud	3	5	confirm
66	Ludim	Ludim	4	5	confirm
66	oi	y	2	5	reject
66	TifiaQrtvo	ti	2	5	reject
66	Greece	Greece	5	5	confirm
66	Ionia	Ionia	5	5	confirm
66	Aristo	Aristo	5	5	confirm
66	phanes	phanes	5	5	confirm
66	Sanscrit	Sanscrit	5	5	confirm
66	Heber's	Heber's	4	5	confirm
66	precedino	pre	5	5	reject
66	counes	counes	4	5	confirm
66	Thevenot	Thevenot	5	5	confirm
66	wz	ix'	2	5	reject
66	taJce	take	3	5	reject
66	Rosenmüller	rosenmiiller	4	5	realword?
66	pre	pre	5	5	confirm
66	newmoon	sabbath	4	5	reject
66	carcases	carcases	4	5	confirm
66	nso	nxn	2	5	reject
66	elg	tig	3	5	reject
66	oQaatv	tig	3	5	reject
66	erunt	erunt	5	5	confirm
